track_id,nodes,edges,temporal_edges,similarity_edges,similarity_edges_per_node,segmentation_mode
6385,16,94,30,64,4.0,beat_bar
6387,11,68,20,48,4.363636363636363,beat_bar
6389,20,122,38,84,4.2,beat_bar
6390,18,102,34,68,3.7777777777777777,beat_bar
6393,16,100,30,70,4.375,beat_bar
6394,15,100,28,72,4.8,beat_bar
6396,12,72,22,50,4.166666666666667,beat_bar
6406,17,106,32,74,4.352941176470588,beat_bar
6407,16,102,30,72,4.5,beat_bar
6439,13,68,24,44,3.3846153846153846,beat_bar
6440,14,90,26,64,4.571428571428571,beat_bar
6442,12,70,22,48,4.0,beat_bar
6443,13,70,24,46,3.5384615384615383,beat_bar
6448,12,70,22,48,4.0,beat_bar
6459,13,78,24,54,4.153846153846154,beat_bar
6461,10,60,18,42,4.2,beat_bar
6463,11,66,20,46,4.181818181818182,beat_bar
6467,9,52,16,36,4.0,beat_bar
6469,15,86,28,58,3.8666666666666667,beat_bar
6517,14,80,26,54,3.857142857142857,beat_bar
6519,14,84,26,58,4.142857142857143,beat_bar
6603,13,82,24,58,4.461538461538462,beat_bar
6605,17,106,32,74,4.352941176470588,beat_bar
6606,9,54,16,38,4.222222222222222,beat_bar
6607,14,84,26,58,4.142857142857143,beat_bar
6608,22,134,42,92,4.181818181818182,beat_bar
6609,11,62,20,42,3.8181818181818183,beat_bar
6610,16,94,30,64,4.0,beat_bar
6611,21,118,40,78,3.7142857142857144,beat_bar
6674,12,72,22,50,4.166666666666667,beat_bar
6675,13,74,24,50,3.8461538461538463,beat_bar
6677,19,116,36,80,4.2105263157894735,beat_bar
6679,15,94,28,66,4.4,beat_bar
6680,21,134,40,94,4.476190476190476,beat_bar
6684,17,110,32,78,4.588235294117647,beat_bar
6762,10,58,18,40,4.0,beat_bar
6776,19,106,36,70,3.6842105263157894,beat_bar
6778,17,104,32,72,4.235294117647059,beat_bar
6779,9,52,16,36,4.0,beat_bar
6782,20,122,38,84,4.2,beat_bar
6783,13,76,24,52,4.0,beat_bar
6788,16,100,30,70,4.375,beat_bar
6802,18,118,34,84,4.666666666666667,beat_bar
6803,15,86,28,58,3.8666666666666667,beat_bar
6854,20,122,38,84,4.2,beat_bar
6855,14,84,26,58,4.142857142857143,beat_bar
6856,14,84,26,58,4.142857142857143,beat_bar
6857,15,96,28,68,4.533333333333333,beat_bar
7011,15,92,28,64,4.266666666666667,beat_bar
7373,12,72,22,50,4.166666666666667,beat_bar
7374,16,92,30,62,3.875,beat_bar
7375,12,70,22,48,4.0,beat_bar
7376,17,98,32,66,3.8823529411764706,beat_bar
7377,16,100,30,70,4.375,beat_bar
7378,14,84,26,58,4.142857142857143,beat_bar
7379,14,94,26,68,4.857142857142857,beat_bar
7381,12,66,22,44,3.6666666666666665,beat_bar
7383,12,76,22,54,4.5,beat_bar
7385,13,76,24,52,4.0,beat_bar
7386,9,50,16,34,3.7777777777777777,beat_bar
7388,24,150,46,104,4.333333333333333,beat_bar
7391,11,64,20,44,4.0,beat_bar
7393,10,58,18,40,4.0,beat_bar
7481,20,132,38,94,4.7,beat_bar
7482,12,72,22,50,4.166666666666667,beat_bar
7483,12,74,22,52,4.333333333333333,beat_bar
7487,11,68,20,48,4.363636363636363,beat_bar
7488,12,76,22,54,4.5,beat_bar
7489,12,74,22,52,4.333333333333333,beat_bar
7490,11,62,20,42,3.8181818181818183,beat_bar
7491,13,80,24,56,4.3076923076923075,beat_bar
7492,11,64,20,44,4.0,beat_bar
7495,20,124,38,86,4.3,beat_bar
7526,14,86,26,60,4.285714285714286,beat_bar
7527,20,114,38,76,3.8,beat_bar
7528,21,124,40,84,4.0,beat_bar
7529,14,84,26,58,4.142857142857143,beat_bar
7548,12,70,22,48,4.0,beat_bar
7554,17,112,32,80,4.705882352941177,beat_bar
7709,11,66,20,46,4.181818181818182,beat_bar
7710,14,88,26,62,4.428571428571429,beat_bar
7711,15,94,28,66,4.4,beat_bar
7712,15,92,28,64,4.266666666666667,beat_bar
7713,10,54,18,36,3.6,fixed_fallback
7872,12,74,22,52,4.333333333333333,beat_bar
8056,19,122,36,86,4.526315789473684,beat_bar
8208,20,136,38,98,4.9,beat_bar
8256,15,94,28,66,4.4,beat_bar
8259,15,86,28,58,3.8666666666666667,beat_bar
8261,14,78,26,52,3.7142857142857144,beat_bar
8345,22,140,42,98,4.454545454545454,beat_bar
8357,20,124,38,86,4.3,beat_bar
8363,14,84,26,58,4.142857142857143,beat_bar
8372,14,86,26,60,4.285714285714286,beat_bar
8416,11,60,20,40,3.6363636363636362,beat_bar
9152,16,92,30,62,3.875,beat_bar
9155,11,68,20,48,4.363636363636363,beat_bar
9307,10,52,18,34,3.4,fixed_fallback
9476,14,86,26,60,4.285714285714286,beat_bar
9477,9,52,16,36,4.0,beat_bar
9491,16,90,30,60,3.75,beat_bar
9505,14,78,26,52,3.7142857142857144,beat_bar
9511,20,124,38,86,4.3,beat_bar
9512,22,138,42,96,4.363636363636363,beat_bar
9513,18,106,34,72,4.0,beat_bar
9550,23,136,44,92,4.0,beat_bar
9553,12,74,22,52,4.333333333333333,beat_bar
9555,18,114,34,80,4.444444444444445,beat_bar
9557,11,56,20,36,3.272727272727273,beat_bar
9559,15,86,28,58,3.8666666666666667,beat_bar
9560,14,84,26,58,4.142857142857143,beat_bar
9678,18,110,34,76,4.222222222222222,beat_bar
9721,14,84,26,58,4.142857142857143,beat_bar
9846,12,68,22,46,3.8333333333333335,beat_bar
9887,16,96,30,66,4.125,beat_bar
9888,15,90,28,62,4.133333333333334,beat_bar
9918,14,90,26,64,4.571428571428571,beat_bar
9962,19,124,36,88,4.631578947368421,beat_bar
10186,19,116,36,80,4.2105263157894735,beat_bar
10192,8,44,14,30,3.75,beat_bar
10250,17,104,32,72,4.235294117647059,beat_bar
10374,18,102,34,68,3.7777777777777777,beat_bar
10375,9,52,16,36,4.0,beat_bar
10376,14,80,26,54,3.857142857142857,beat_bar
10377,11,66,20,46,4.181818181818182,beat_bar
10381,15,90,28,62,4.133333333333334,beat_bar
10382,17,96,32,64,3.764705882352941,beat_bar
10383,13,74,24,50,3.8461538461538463,beat_bar
10384,21,132,40,92,4.380952380952381,beat_bar
10385,15,90,28,62,4.133333333333334,beat_bar
10386,15,90,28,62,4.133333333333334,beat_bar
10387,10,56,18,38,3.8,beat_bar
10388,8,42,14,28,3.5,beat_bar
10389,10,56,18,38,3.8,beat_bar
10435,14,92,26,66,4.714285714285714,beat_bar
10438,15,92,28,64,4.266666666666667,beat_bar
10439,13,74,24,50,3.8461538461538463,beat_bar
10440,11,62,20,42,3.8181818181818183,beat_bar
10441,17,100,32,68,4.0,beat_bar
10442,12,76,22,54,4.5,beat_bar
10443,11,66,20,46,4.181818181818182,beat_bar
10444,11,62,20,42,3.8181818181818183,beat_bar
10447,11,64,20,44,4.0,beat_bar
10458,24,150,46,104,4.333333333333333,beat_bar
10480,14,84,26,58,4.142857142857143,beat_bar
10481,17,92,32,60,3.5294117647058822,beat_bar
10485,12,68,22,46,3.8333333333333335,beat_bar
10521,15,94,28,66,4.4,beat_bar
10527,10,60,18,42,4.2,beat_bar
10535,13,72,24,48,3.6923076923076925,beat_bar
10541,15,88,28,60,4.0,beat_bar
10575,12,68,22,46,3.8333333333333335,beat_bar
10577,12,62,22,40,3.3333333333333335,beat_bar
10668,16,98,30,68,4.25,beat_bar
10669,16,100,30,70,4.375,beat_bar
10670,15,92,28,64,4.266666666666667,beat_bar
10671,15,80,28,52,3.466666666666667,beat_bar
10672,9,52,16,36,4.0,beat_bar
10673,14,86,26,60,4.285714285714286,beat_bar
10674,13,76,24,52,4.0,beat_bar
10675,10,60,18,42,4.2,fixed_fallback
10676,10,60,18,42,4.2,beat_bar
10677,16,96,30,66,4.125,beat_bar
10678,13,72,24,48,3.6923076923076925,beat_bar
10679,21,126,40,86,4.095238095238095,beat_bar
10682,22,146,42,104,4.7272727272727275,beat_bar
10684,15,90,28,62,4.133333333333334,beat_bar
10693,21,128,40,88,4.190476190476191,beat_bar
10694,12,72,22,50,4.166666666666667,beat_bar
10695,11,64,20,44,4.0,beat_bar
10696,22,128,42,86,3.909090909090909,beat_bar
10697,20,114,38,76,3.8,beat_bar
10698,12,70,22,48,4.0,beat_bar
10699,12,76,22,54,4.5,beat_bar
10805,18,108,34,74,4.111111111111111,beat_bar
10806,14,86,26,60,4.285714285714286,beat_bar
10807,12,70,22,48,4.0,beat_bar
10808,16,102,30,72,4.5,beat_bar
10809,17,98,32,66,3.8823529411764706,beat_bar
10810,21,134,40,94,4.476190476190476,beat_bar
10983,13,82,24,58,4.461538461538462,beat_bar
10992,13,82,24,58,4.461538461538462,beat_bar
10993,19,102,36,66,3.473684210526316,beat_bar
11019,19,108,36,72,3.789473684210526,beat_bar
11020,13,74,24,50,3.8461538461538463,beat_bar
11059,15,98,28,70,4.666666666666667,beat_bar
11198,18,106,34,72,4.0,beat_bar
11199,15,96,28,68,4.533333333333333,beat_bar
11200,13,80,24,56,4.3076923076923075,beat_bar
11204,12,74,22,52,4.333333333333333,beat_bar
11206,12,76,22,54,4.5,beat_bar
11234,12,78,22,56,4.666666666666667,beat_bar
11237,10,60,18,42,4.2,beat_bar
11239,17,102,32,70,4.117647058823529,beat_bar
11242,16,110,30,80,5.0,beat_bar
11261,17,94,32,62,3.6470588235294117,beat_bar
11262,17,104,32,72,4.235294117647059,beat_bar
11264,17,102,32,70,4.117647058823529,beat_bar
11268,9,52,16,36,4.0,beat_bar
11298,14,86,26,60,4.285714285714286,beat_bar
11299,11,64,20,44,4.0,beat_bar
11306,17,110,32,78,4.588235294117647,beat_bar
11333,16,98,30,68,4.25,beat_bar
11334,12,74,22,52,4.333333333333333,beat_bar
11503,11,62,20,42,3.8181818181818183,beat_bar
11504,19,112,36,76,4.0,beat_bar
11505,12,76,22,54,4.5,beat_bar
11508,16,94,30,64,4.0,beat_bar
11544,18,118,34,84,4.666666666666667,beat_bar
11638,9,52,16,36,4.0,beat_bar
11671,21,130,40,90,4.285714285714286,beat_bar
11672,13,78,24,54,4.153846153846154,beat_bar
11673,17,112,32,80,4.705882352941177,beat_bar
11674,17,104,32,72,4.235294117647059,beat_bar
11675,14,80,26,54,3.857142857142857,beat_bar
11677,11,60,20,40,3.6363636363636362,beat_bar
11679,14,78,26,52,3.7142857142857144,beat_bar
11681,22,136,42,94,4.2727272727272725,beat_bar
11682,14,86,26,60,4.285714285714286,beat_bar
11683,10,54,18,36,3.6,beat_bar
11763,12,80,22,58,4.833333333333333,beat_bar
11764,17,100,32,68,4.0,beat_bar
11765,11,64,20,44,4.0,beat_bar
11766,10,54,18,36,3.6,beat_bar
11767,23,146,44,102,4.434782608695652,beat_bar
11768,12,66,22,44,3.6666666666666665,beat_bar
11769,11,64,20,44,4.0,beat_bar
11770,11,64,20,44,4.0,beat_bar
11771,11,66,20,46,4.181818181818182,beat_bar
11772,11,66,20,46,4.181818181818182,beat_bar
11773,12,68,22,46,3.8333333333333335,beat_bar
11774,23,138,44,94,4.086956521739131,beat_bar
11775,15,92,28,64,4.266666666666667,beat_bar
11776,11,62,20,42,3.8181818181818183,beat_bar
11777,11,68,20,48,4.363636363636363,beat_bar
11778,21,130,40,90,4.285714285714286,beat_bar
11779,11,68,20,48,4.363636363636363,beat_bar
11780,11,66,20,46,4.181818181818182,beat_bar
11781,7,38,12,26,3.7142857142857144,beat_bar
11782,13,82,24,58,4.461538461538462,beat_bar
11783,11,66,20,46,4.181818181818182,beat_bar
11784,15,86,28,58,3.8666666666666667,beat_bar
11785,13,70,24,46,3.5384615384615383,beat_bar
11786,22,130,42,88,4.0,beat_bar
11787,15,86,28,58,3.8666666666666667,beat_bar
11788,11,68,20,48,4.363636363636363,beat_bar
11789,12,74,22,52,4.333333333333333,beat_bar
11790,6,30,10,20,3.3333333333333335,beat_bar
11791,12,68,22,46,3.8333333333333335,beat_bar
11792,12,68,22,46,3.8333333333333335,beat_bar
11793,10,54,18,36,3.6,beat_bar
11794,11,64,20,44,4.0,beat_bar
11795,10,58,18,40,4.0,beat_bar
11803,11,64,20,44,4.0,beat_bar
11818,11,66,20,46,4.181818181818182,beat_bar
11839,13,84,24,60,4.615384615384615,beat_bar
11861,19,118,36,82,4.315789473684211,beat_bar
11862,16,104,30,74,4.625,beat_bar
11867,13,72,24,48,3.6923076923076925,beat_bar
11868,12,68,22,46,3.8333333333333335,beat_bar
11916,20,120,38,82,4.1,beat_bar
11917,17,96,32,64,3.764705882352941,beat_bar
11918,12,68,22,46,3.8333333333333335,beat_bar
11919,12,70,22,48,4.0,beat_bar
11920,14,84,26,58,4.142857142857143,beat_bar
11921,13,78,24,54,4.153846153846154,beat_bar
11922,12,74,22,52,4.333333333333333,beat_bar
11933,17,94,32,62,3.6470588235294117,beat_bar
11937,12,74,22,52,4.333333333333333,beat_bar
11942,20,130,38,92,4.6,beat_bar
11946,23,146,44,102,4.434782608695652,beat_bar
11947,10,54,18,36,3.6,beat_bar
11951,22,134,42,92,4.181818181818182,beat_bar
12045,13,84,24,60,4.615384615384615,beat_bar
12046,12,68,22,46,3.8333333333333335,beat_bar
12047,11,62,20,42,3.8181818181818183,beat_bar
12048,15,84,28,56,3.7333333333333334,beat_bar
12049,20,124,38,86,4.3,beat_bar
12050,14,78,26,52,3.7142857142857144,beat_bar
12051,15,96,28,68,4.533333333333333,beat_bar
12052,15,90,28,62,4.133333333333334,beat_bar
12053,12,72,22,50,4.166666666666667,beat_bar
12058,11,58,20,38,3.4545454545454546,beat_bar
12059,16,94,30,64,4.0,beat_bar
12060,14,84,26,58,4.142857142857143,beat_bar
12061,14,80,26,54,3.857142857142857,beat_bar
12062,13,76,24,52,4.0,beat_bar
12064,9,54,16,38,4.222222222222222,beat_bar
12065,12,64,22,42,3.5,beat_bar
12066,11,68,20,48,4.363636363636363,beat_bar
12067,13,74,24,50,3.8461538461538463,beat_bar
12109,16,98,30,68,4.25,beat_bar
12146,15,90,28,62,4.133333333333334,beat_bar
12147,15,92,28,64,4.266666666666667,beat_bar
12173,21,120,40,80,3.8095238095238093,beat_bar
